place,link,rating,city,category,fee,alamat,deskripsi
Taman Alam Gunung Pancar,https://www.google.com/maps/place/Taman+Wisata+Alam+Gunung+Pancar/data=!4m7!3m6!1s0x2e69c7791e515175:0x3f7386a4724f7630!8m2!3d-6.5805618!4d106.9036852!16s%2Fg%2F11bw3c7jgt!19sChIJdVFRHnnHaS4RMHZPcqSGcz8?authuser=0&hl=id&rclk=1,"4,10",Bogor,Gunung,5000,"Kampung Ciburial, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Pancar Mountain Natural Park
Griya Anggrek Kebon Raya Bogor,https://www.google.com/maps/place/Griya+Anggrek+Kebon+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5c7aaaaaaab:0x7437a9c97ffbc31e!8m2!3d-6.595424!4d106.8029573!16s%2Fg%2F1pztd4f8r!19sChIJq6qqqsfFaS4RHsP7f8mpN3Q?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,25000,"CR33+R5P, Jl. Kebun Raya Bogor, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",Griya Anggrek Kebon Raya Bogor
Museum Tanah dan Pertanian,https://www.google.com/maps/place/Museum+Tanah+dan+Pertanian/data=!4m7!3m6!1s0x2e69c5c123196eef:0xd85d7d4f3bffd349!8m2!3d-6.6037032!4d106.7978677!16s%2Fg%2F12jss0q22!19sChIJ724ZI8HFaS4RSdP_O099Xdg?authuser=0&hl=id&rclk=1,"4,70",Bogor,"Edukasi, Anak",0,"Jl. Ir. H. Juanda No.98, RT.01/RW.01, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16123, Indonesia",Museum Tanah dan Pertanian
Tirtania WaterPark,https://www.google.com/maps/place/Tirtania+WaterPark/data=!4m7!3m6!1s0x2e69cf45761aef95:0x3c3cbce87427ea24!8m2!3d-6.6408809!4d106.8054381!16s%2Fg%2F1pzrwf61m!19sChIJle8adkXPaS4RJOondOi8PDw?authuser=0&hl=id&rclk=1,"4,30",Bogor,"Air, Wahana, Anak",45000,"Jalan R.E. Sumantadiredja Komplek Pamoyanan Hijau, RT.02/RW.08, Pamoyanan, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16136, Indonesia",Tirtania WaterPark
Marcopolo Water Adventure Bogor,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,"4,50",Bogor,"Air, Wahana, Anak",60000,"Jl. Bukit Cimanggu City Raya Jl. Sholeh Iskandar, RT.01/RW.11, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16168, Indonesia",Marcopolo Water Adventure
Kampung Labirin,https://www.google.com/maps/place/Kampung+Labirin/data=!4m7!3m6!1s0x2e69c58537bfad33:0x4de11d57679ee5a4!8m2!3d-6.6080272!4d106.8065876!16s%2Fg%2F11gxq9smck!19sChIJM62_N4XFaS4RpOWeZ1cd4U0?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,26000,"Kp, Jl. Kb. Jukut Kelurahan, RT.01/RW.10, Babakan Ps., Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16126, Indonesia",Kampung Labirin
Bukit Alesano,https://www.google.com/maps/place/Bukit+Alesano/data=!4m7!3m6!1s0x2e69ce7ff8bf3745:0x189a51db3c899c61!8m2!3d-6.7074452!4d106.7770772!16s%2Fg%2F11g7yctbkp!19sChIJRTe_-H_OaS4RYZyJPNtRmhg?authuser=0&hl=id&rclk=1,"3,90",Bogor,Alam,10000,"7QVG+2RG, Unnamed Road, Cijeruk, Kec. Cijeruk, Kabupaten Bogor, Jawa Barat 16740, Indonesia",Bukit Alesano
Curug Bidadari Sentul Paradise Bogor,https://www.google.com/maps/place/Curug+Bidadari+Sentul+Paradise+Bogor/data=!4m7!3m6!1s0x2e69c12165130ec3:0xd6aa07e3c1d4c5e8!8m2!3d-6.6140213!4d106.9084002!16s%2Fg%2F11cs5nytgd!19sChIJww4TZSHBaS4R6MXUweMHqtY?authuser=0&hl=id&rclk=1,"3,60",Bogor,Alam,30000,"9WP5+99R, Jl. Sentul Paradise Park, Bojong Koneng, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Bidadari Waterfall
Pelangi Park,https://www.google.com/maps/place/Pelangi+Park/data=!4m7!3m6!1s0x2e69c9a6be9c85bb:0x793a8fd6bafaca4e!8m2!3d-6.6269741!4d106.8838434!16s%2Fg%2F11h8jlkzwx!19sChIJu4WcvqbJaS4RTsr6utaPOnk?authuser=0&hl=id&rclk=1,"4,30",Bogor,"Anak, Wahana",5000,"Jl. Bukit Pelangi Kp. Sawah No.Rt 01/04, Gn. Geulis, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16711, Indonesia",Pelangi Park
Museum Perjuangan Bogor,https://www.google.com/maps/place/Museum+Perjuangan+Bogor/data=!4m7!3m6!1s0x2e69c5b153d2279b:0x96418d0f7688c579!8m2!3d-6.5930813!4d106.7879948!16s%2Fg%2F1q5hy626b!19sChIJmyfSU7HFaS4RecWIdg-NQZY?authuser=0&hl=id&rclk=1,"4,60",Bogor,Sejarah,10000,"CQ4Q+5W, Jl. Merdeka No.56, RT.04/RW.01, Kp. Parung Jambu, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16124, Indonesia",Museum Perjoangan Bogor
Saung Eling,https://www.google.com/maps/place/Saung+Eling/data=!4m7!3m6!1s0x2e69cf72ccdeb2ed:0x9a612e071d317655!8m2!3d-6.6554174!4d106.783471!16s%2Fg%2F11jvgnznwy!19sChIJ7bLezHLPaS4RVXYxHQcuYZo?authuser=0&hl=id&rclk=1,"4,60",Bogor,Kuliner,35000,"Jl. Lembur Sawah, RT.02/RW.02, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",Saung Eling
JungleLand Adventure Theme Park,https://www.google.com/maps/place/JungleLand+Adventure+Theme+Park/data=!4m7!3m6!1s0x2e69c7094bce937d:0x4adbce6cd63515dd!8m2!3d-6.5722214!4d106.8947026!16s%2Fg%2F1hm50d40n!19sChIJfZPOSwnHaS4R3RU11mzO20o?authuser=0&hl=id&rclk=1,"4,40",Bogor,"Ekstrem, Wahana",155000,"Kawasan Sentul Nirwana, Jl. Jungle Land No.1, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",JungleLand Adventure Theme Park
Kawasan Wisata Terpadu Cakrawala Nuansa Nirwana,https://www.google.com/maps/place/Kawasan+Wisata+Terpadu+Cakrawala+Nuansa+Nirwana/data=!4m7!3m6!1s0x2e69db244f80720f:0x3a3e212bede7c00f!8m2!3d-6.5837986!4d106.707026!16s%2Fg%2F11c1w0v0hg!19sChIJD3KATyTbaS4RD8Dn7SshPjo?authuser=0&hl=id&rclk=1,"4,20",Bogor,Alam,150000,"Cinangka, Ciampea, Bogor Regency, West Java 16620, Indonesia",Cakrawala Nuansa Nirwana
Museum Zoologi,https://www.google.com/maps/place/Museum+Zoologi/data=!4m7!3m6!1s0x2e69ec63f041ec69:0xa401b9fca8c9e168!8m2!3d-6.6036134!4d106.7969367!16s%2Fm%2F010hmry7!19sChIJaexB8GPsaS4RaOHJqPy5AaQ?authuser=0&hl=id&rclk=1,"4,50",Bogor,"Edukasi, Anak",15000,"Jl. Ir. H. Juanda No.9, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16911, Indonesia",Museum of Zoology (Museum Zoologicum Bogoriense)
Goa Garunggang - Puncak Dua,https://www.google.com/maps/place/Goa+Garunggang+-+Puncak+Dua/data=!4m7!3m6!1s0x2e69b8f2b423c98f:0xdbb608bf20de3406!8m2!3d-6.57315!4d106.936201!16s%2Fg%2F11c6lp4wrz!19sChIJj8kjtPK4aS4RBjTeIL8Itts?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,20000,"Jl. Ptp Terusan, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Goa Agung Garunggang
Sentul Paradise Park,https://www.google.com/maps/place/Sentul+Paradise+Park/data=!4m7!3m6!1s0x2e69c7f6aaaaaaab:0x4f13a90f01e69731!8m2!3d-6.6142565!4d106.9085544!16s%2Fg%2F12qgwv_8h!19sChIJq6qqqvbHaS4RMZfmAQ-pE08?authuser=0&hl=id&rclk=1,"3,40",Bogor,Alam,30000,"Bojong Koneng, Babakan Madang, Bogor Regency, West Java 16720, Indonesia",Sentul Paradise Park
Curug Putri Pelangi,https://www.google.com/maps/place/Curug+Putri+Pelangi/data=!4m7!3m6!1s0x2e69cef6a5180b1b:0xa360f615def5f1fe!8m2!3d-6.683691!4d106.7754666!16s%2Fg%2F11g71v75l_!19sChIJGwsYpfbOaS4R_vH13hX2YKM?authuser=0&hl=id&rclk=1,"4,30",Bogor,Alam,10000,"Tajur Halang, Cijeruk, Bogor Regency, West Java 16740, Indonesia",Curug Putri Pelangi
Air Terjun Curug Kawung,https://www.google.com/maps/place/Air+Terjun+Curug+Kawung/data=!4m7!3m6!1s0x2e69ce2ba689ec69:0x6b8d7bd2514bc83e!8m2!3d-6.6747426!4d106.7273387!16s%2Fg%2F11c2pfrtrz!19sChIJaeyJpivOaS4RPshLUdJ7jWs?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,5000,"Sukajadi, Tamansari, Bogor Regency, West Java 16370, Indonesia",Air Terjun Curug Kawung
Sawargiloka Waterland,https://www.google.com/maps/place/Sawargiloka+Waterland/data=!4m7!3m6!1s0x2e69c55c9923b63d:0xe71e278a2aade2ad!8m2!3d-6.6206581!4d106.7415364!16s%2Fg%2F11crtym5_7!19sChIJPbYjmVzFaS4RreKtKoonHuc?authuser=0&hl=id&rclk=1,"4,40",Bogor,"Air, Wahana, Anak",15000,"9PHR+PJM, Legok Akub, RT.5/RW.1, Sukaluyu, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",Sawargiloka Waterland
Bukit Panorama,https://www.google.com/maps/place/Bukit+Panorama/data=!4m7!3m6!1s0x2e69cf4566653fd1:0x46aa4ef6fa87ce8b!8m2!3d-6.639894!4d106.8049485!16s%2Fg%2F11b8v9xf2_!19sChIJ0T9lZkXPaS4Ri86H-vZOqkY?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,10000,"Kampung Kuala Kenau, 26200 Sungai Lembing, Pahang, Malaysia",End Trail Bukit Panorama = Pondok Puncak Bukit Panorama
Leuwi Pangaduan,https://www.google.com/maps/place/Leuwi+Pangaduan/data=!4m7!3m6!1s0x2e69c78b969cad9f:0x47d33c093aa63764!8m2!3d-6.6023081!4d106.9083473!16s%2Fg%2F11j6zh6h6p!19sChIJn62clovHaS4RZDemOgk800c?authuser=0&hl=id&rclk=1,"4,40",Bogor,Alam,30000,"Jalan Kampung Muhara, Bojong Koneng, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16811, Indonesia",Leuwi Pangaduan
Kebon Camara Hejo,https://www.google.com/maps/place/Kebon+Camara+Hejo/data=!4m7!3m6!1s0x2e69c57217fd51e9:0x32d3b66d7a679c27!8m2!3d-6.6220809!4d106.7420768!16s%2Fg%2F11rc1s8lw8!19sChIJ6VH9F3LFaS4RJ5xnem220zI?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,35000,"Kp, Jl. Dukuh Manis Jl. Ciapus Kompas No.15, Sukaluyu, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",Kebon Camara Hejo
Museum & Monumen PETA,https://www.google.com/maps/place/Museum+%26+Monumen+PETA/data=!4m7!3m6!1s0x2e69c5cad48b2f63:0x1cc7fff1cbdf1d1c!8m2!3d-6.5851731!4d106.796318!16s%2Fg%2F1pzwxq7y0!19sChIJYy-L1MrFaS4RHB3fy_H_xxw?authuser=0&hl=id&rclk=1,"4,60",Bogor,Sejarah,5000,"W54G+9VJ, Jl. Sudanco Supriyadi, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133, Indonesia",Monumen PETA
Curug Cilember,https://www.google.com/maps/place/Curug+Cilember/data=!4m7!3m6!1s0x2e69c827b09934ad:0xf8c4b77be871be9a!8m2!3d-6.6614613!4d106.9457362!16s%2Fg%2F11fx91dvr9!19sChIJrTSZsCfIaS4Rmr5x6Hu3xPg?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,27000,"Megamendung, Bogor Regency, West Java 16770, Indonesia",Cilember Waterfall
Wisata Panorama Pabangbon,https://www.google.com/maps/place/Wisata+Panorama+Pabangbon/data=!4m7!3m6!1s0x2e69db7617f7bc7f:0x5175ce57fb110064!8m2!3d-6.6187472!4d106.593819!16s%2Fg%2F11g020c75l!19sChIJf7z3F3bbaS4RZAAR-1fOdVE?authuser=0&hl=id&rclk=1,"4,00",Bogor,Alam,10000,"9HJV+GG4, Jl. Raya Leuwiliang - Bogor, Leuweung Kolot, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630, Indonesia",Panorama Travel Pabangbon
"Cisarua Green World Adventure (CIGWA) - Pintu Hotel, Resto & Coffee Shop","https://www.google.com/maps/place/Cisarua+Green+World+Adventure+%28CIGWA%29+-+Pintu+Hotel,+Resto+%26+Coffee+Shop/data=!4m7!3m6!1s0x2e69c9e0b72c9513:0x7bf891958616ce3b!8m2!3d-6.6869942!4d106.9068798!16s%2Fg%2F11f03m5qhj!19sChIJE5Ust-DJaS4RO84WhpWR-Hs?authuser=0&hl=id&rclk=1","4,60",Bogor,Alam,30000,,
Gunung Peyek,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,"4,00",Bogor,Gunung,5000,"Jalan Pasar Ciseeng, Bojong Indah, Kec. Parung, Kabupaten Bogor, Jawa Barat 16330, Indonesia",Gunung Peyek
Taman Sempur,https://www.google.com/maps/place/Taman+Sempur/data=!4m7!3m6!1s0x2e69c5cc1ab57851:0x923a0054edb53cfc!8m2!3d-6.5917106!4d106.8008294!16s%2Fg%2F11g6s9vkj1!19sChIJUXi1GszFaS4R_Dy17VQAOpI?authuser=0&hl=id&rclk=1,"4,60",Bogor,Taman,20000,"Jl. Sempur No.1, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129, Indonesia",Sempur Park
Curug 7 Cilember,https://www.google.com/maps/place/Pemasaran/data=!4m7!3m6!1s0x2e69b63f19c10cd5:0x1bd0ba63d53269aa!8m2!3d-6.660712!4d106.9461644!16s%2Fg%2F1pzwtd9qv!19sChIJ1QzBGT-2aS4Rqmky1WO60Bs?authuser=0&hl=id&rclk=1,"4,40",Bogor,Kuliner,25000,"VGJ9+4HC, Sukamanah, Rajeg, Tangerang Regency, Banten 15540, Indonesia",Kantor Pemasaran Karya Dwihan Propertindo
Penangkaran Rusa Situ Gede,https://www.google.com/maps/place/Penangkaran+Rusa+Situ+Gede/data=!4m7!3m6!1s0x2e69c49f7dcef6f7:0xf1eeb280fe181842!8m2!3d-6.5507058!4d106.7472072!16s%2Fg%2F11fy_f6174!19sChIJ9_bOfZ_EaS4RQhgY_oCy7vE?authuser=0&hl=id&rclk=1,"4,30",Bogor,Alam,4000,"CPXW+PV8, RT.03/RW.05, Situgede, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16115, Indonesia",Penangkaran Rusa Situ Gede
Kebun Wisata Pasirmukti,https://www.google.com/maps/place/Kebun+Wisata+Pasirmukti/data=!4m7!3m6!1s0x2e69c67606fceea9:0x1505e516656a281e!8m2!3d-6.5116341!4d106.904573!16s%2Fg%2F1thqd51f!19sChIJqe78BnbGaS4RHihqZRblBRU?authuser=0&hl=id&rclk=1,"4,20",Bogor,Alam,25000,"JL. Alfred Turangan, Pasir Mukti, Kec. Citeureup, Kabupaten Bogor, Jawa Barat 16811, Indonesia",Kebun Wisata Pasirmukti
Curug Lembah Pelangi,https://www.google.com/maps/place/Curug+Lembah+Pelangi/data=!4m7!3m6!1s0x2e69db869ad1612f:0xc15e21d8e1cdfbcc!8m2!3d-6.5550842!4d106.6682097!16s%2Fg%2F11f_p2wckl!19sChIJL2HRmobbaS4RzPvN4dghXsE?authuser=0&hl=id&rclk=1,"4,00",Bogor,Alam,15000,"Jatake, Cimanggu, Cibungbulang, Cimanggu 1, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630, Indonesia",Lembah Pelangi
Agrowisata Gunung Mas,https://www.google.com/maps/place/Agrowisata+Gunung+Mas/data=!4m10!3m9!1s0x2e69b7c87407a5dd:0x5cf8eba7fabb2065!5m2!4m1!1i2!8m2!3d-6.7076669!4d106.964901!16s%2Fg%2F1hc37hmbg!19sChIJ3aUHdMi3aS4RZSC7-qfr-Fw?authuser=0&hl=id&rclk=1,"4,40",Bogor,Alam,412000,"Agrowisata, Jl. Pangrango Jl. Raya Puncak No.km.87, Cisarua, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",Gunung Mas Agrotourism
Leuwi Lieuk (Jonggol),https://www.google.com/maps/place/Leuwi+Lieuk+%28Jonggol%29/data=!4m7!3m6!1s0x2e69b9357b0e4f6d:0x35209032b9df1504!8m2!3d-6.5966161!4d106.9566558!16s%2Fg%2F11lgpzfr_w!19sChIJbU8OezW5aS4RBBXfuTKQIDU?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,10000,,
Katulampa Rafting Bogor,https://www.google.com/maps/place/Katulampa+Rafting+Bogor/data=!4m7!3m6!1s0x2e69c660c46191c1:0x1243f72223e212b8!8m2!3d-6.5817014!4d106.8390387!16s%2Fg%2F11cmtbz7tc!19sChIJwZFhxGDGaS4RuBLiIyL3QxI?authuser=0&hl=id&rclk=1,"4,60",Bogor,"Ekstrem, Wahana",250000,"Jalan Sukaraja No. 29, Jl. Sukaraja No.29, Sukaraja, Kec. Sukaraja, Kabupaten Bogor, Jawa Barat 16710, Indonesia",Katulampa Rafting Bogor
Sentul Nirwana,https://www.google.com/maps/place/Sentul+Nirwana/data=!4m7!3m6!1s0x2e69c775a9782cc9:0x77781998ad062007!8m2!3d-6.5815736!4d106.892206!16s%2Fg%2F11g8vqmdlj!19sChIJySx4qXXHaS4RByAGrZgZeHc?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,140000,"Jl. Raya Jungle Land Avenue No.58, Bojong Koneng, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Sentul Nirwana
Situ Tamansari,https://www.google.com/maps/place/Situ+Tamansari/data=!4m7!3m6!1s0x2e69cfbc3725ba6f:0x27fb72460353c648!8m2!3d-6.6535309!4d106.7540144!16s%2Fg%2F11b7dypskz!19sChIJb7olN7zPaS4RSMZTA0Zy-yc?authuser=0&hl=id&rclk=1,"4,40",Bogor,Alam,15000,"Jl. Tamansari No.529, Tamansari, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",Situ Tamansari
Puncak Lalana,https://www.google.com/maps/place/Puncak+Lalana/data=!4m7!3m6!1s0x2e69db7c3a661189:0xbb8cb001102d0de7!8m2!3d-6.5531639!4d106.6834097!16s%2Fg%2F11c54z_8fg!19sChIJiRFmOnzbaS4R5w0tEAGwjLs?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,5000,"CMWM+P9M, Cibadak, Ciampea, Bogor Regency, West Java 16620, Indonesia",Puncak Lalana
"Air, Wahana, Anak Telaga Ciburial",https://www.google.com/maps/place/Wisata+Air+Telaga+Ciburial/data=!4m7!3m6!1s0x2e69d12b50cd90c1:0x6647d5db3d2ac611!8m2!3d-6.6595238!4d106.7209644!16s%2Fg%2F11n739jnrl!19sChIJwZDNUCvRaS4REcYqPdvVR2Y?authuser=0&hl=id&rclk=1,"4,50",Bogor,"Air, Wahana, Anak",15000,"Gunung Malang, Tenjolaya, Bogor Regency, West Java 16370, Indonesia",Wisata Air Telaga Ciburial
Leuwi Kunten Sentul Bogor,https://www.google.com/maps/place/Leuwi+Kunten+Sentul+Bogor/data=!4m7!3m6!1s0x2e69b9b3ba4bab7f:0x55c0be75aa77f03d!8m2!3d-6.578766!4d106.9189104!16s%2Fg%2F11n73frrc8!19sChIJf6tLurO5aS4RPfB3qnW-wFU?authuser=0&hl=id&rclk=1,"4,30",Bogor,Alam,20000,"CWC9+FHV, Unnamed Road, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Leuwi Kunten Sentul Bogor
Taman Peranginan,https://www.google.com/maps/place/Taman+Peranginan/data=!4m7!3m6!1s0x2e69c43520ed6f4f:0x655239e7c444f3a2!8m2!3d-6.586952!4d106.7971666!16s%2Fg%2F11c0rtywnh!19sChIJT2_tIDXEaS4RovNExOc5UmU?authuser=0&hl=id&rclk=1,"4,50",Bogor,"Anak, Wahana",0,"Jl. Jend. Sudirman No.31, RT.01/RW.04, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121, Indonesia",Taman Peranginan
Talaga Saat Puncak,https://www.google.com/maps/place/Talaga+Saat+Puncak/data=!4m7!3m6!1s0x2e69b6ba0be0331d:0x2cc135eb362ac273!8m2!3d-6.6892464!4d106.9946067!16s%2Fg%2F11d_8s798z!19sChIJHTPgC7q2aS4Rc8IqNus1wSw?authuser=0&hl=id&rclk=1,"4,30",Bogor,Alam,25000,"Cibulao, RT.02/RW.06, Tugu Utara, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",Talaga Saat Puncak
Ranggon Hills,https://www.google.com/maps/place/Ranggon+Hills/data=!4m7!3m6!1s0x2e69d196bdcc0d0d:0x70d7e9d11b6f576c!8m2!3d-6.6977087!4d106.6929414!16s%2Fg%2F11gbkv5k69!19sChIJDQ3MvZbRaS4RbFdvG9Hp13A?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,10000,"Gunung Picung, Pamijahan, Bogor Regency, West Java 16810, Indonesia",Ranggon Hills
"Safari, Alam Indonesia Bogor",https://www.google.com/maps/place/Taman+Safari+Indonesia+Bogor/data=!4m7!3m6!1s0x2e69b5cf14e6ee83:0x6586bb20b8f11d9!8m2!3d-6.7206492!4d106.9508355!16s%2Fm%2F0fqqfnm!19sChIJg-7mFM-1aS4R2RGPC7JrWAY?authuser=0&hl=id&rclk=1,"4,70",Bogor,"Safari, Alam",450000,"Jalan Kapten Harun Kabir No.724, Cibeureum, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",Taman Safari Indonesia Bogor
Telaga Batu,https://www.google.com/maps/place/Telaga+Batu/data=!4m7!3m6!1s0x2e69d17dadbe4265:0xc82f69c2e586ea6d!8m2!3d-6.6972853!4d106.6930933!16s%2Fg%2F11hf88y6m8!19sChIJZUK-rX3RaS4RbeqG5cJpL8g?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,10000,"Jl. Curug Pangeran, Gn. Picung, Kec. Pamijahan, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Telaga Batu
Curug Putri Kencana,https://www.google.com/maps/place/Curug+Putri+Kencana/data=!4m7!3m6!1s0x2e69b869f7bedbd7:0xf83e4aee23eb911b!8m2!3d-6.5977311!4d106.9350111!16s%2Fg%2F11cs01tk_c!19sChIJ19u-92m4aS4RG5HrI-5KPvg?authuser=0&hl=id&rclk=1,"4,40",Bogor,Alam,25000,"Central Karang, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",Curug Putri Kencana
Gunung Pancar Tour Wisata Hot Spring Water,https://www.google.com/maps/place/Gunung+Pancar+Tour+Wisata+Hot+Spring+Water/data=!4m7!3m6!1s0x2e69b87f6d95e303:0x157f3ab64484c1c6!8m2!3d-6.5808538!4d106.9046265!16s%2Fg%2F1pzqrsk_l!19sChIJA-OVbX-4aS4RxsGERLY6fxU?authuser=0&hl=id&rclk=1,"3,60",Bogor,Alam,8000,"CW93+MV2, Jl. Desa, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",Mount Pancar Hot Spring Water
Wisata Curug Panjang,https://www.google.com/maps/place/Wisata+Curug+Panjang/data=!4m7!3m6!1s0x2e69b7c0a30fc30d:0x32bd302db573ca3c!8m2!3d-6.645865!4d106.9454083!16s%2Fg%2F11hcv6wsbf!19sChIJDcMPo8C3aS4RPMpztS0wvTI?authuser=0&hl=id&rclk=1,"4,70",Bogor,Alam,10000,"9W3W+M53, Jl. Curug Panjang, Cilember, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16770, Indonesia",Wisata Curug Panjang
Museum Nasional Sejarah Alam Indonesia,https://www.google.com/maps/place/Museum+Nasional+Sejarah+Alam+Indonesia/data=!4m7!3m6!1s0x2e69c5c7ecfdf1fb:0x3d21300babc6c190!8m2!3d-6.5991204!4d106.7940571!16s%2Fg%2F12lktc9jx!19sChIJ-_H97MfFaS4RkMHGqwswIT0?authuser=0&hl=id&rclk=1,"4,60",Bogor,"Edukasi, Anak",25000,"Pusat Penelitian Biologi – LIPI, Jl. Ir. H. Juanda No.22 - 24, RT.02/RW.08, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",Indonesian Museum of Ethnobotany
The Farm Pancawati,https://www.google.com/maps/place/The+Farm+Pancawati/data=!4m7!3m6!1s0x2e69cb6c247ef993:0x8b5d012909bac394!8m2!3d-6.7248072!4d106.8827016!16s%2Fg%2F11q1z0rfw_!19sChIJk_l-JGzLaS4RlMO6CSkBXYs?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,25000,"Jl. Tapos Lbc, Pancawati, Kec. Caringin, Kabupaten Bogor, Jawa Barat 16730, Indonesia",The Farm Pancawati
NICOLE'S RIVER PARK,https://www.google.com/maps/place/NICOLE%27S+RIVER+PARK/data=!4m7!3m6!1s0x2e69c94ce798c59f:0xcc5f68b129fb50f1!8m2!3d-6.6500814!4d106.8968945!16s%2Fg%2F11s1ttfp6t!19sChIJn8WY50zJaS4R8VD7KbFoX8w?authuser=0&hl=id&rclk=1,"4,50",Bogor,Alam,35000,,
Gunung Mas Bogor,https://www.google.com/maps/place/Gunung+Mas+Bogor/data=!4m7!3m6!1s0x2e69b7c626ae8665:0x793bccf8d2562bc3!8m2!3d-6.7028641!4d106.971588!16s%2Fg%2F11hf198zr1!19sChIJZYauJsa3aS4RwytW0vjMO3k?authuser=0&hl=id&rclk=1,"4,60",Bogor,Gunung,16000,"Jl. Raya Puncak - Gadog No.km.87, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",Gunung Mas Bogor
Curug Ciburial,https://www.google.com/maps/place/Curug+Ciburial/data=!4m7!3m6!1s0x2e69b84aaa6c2e25:0x6d0a977e9a7517ee!8m2!3d-6.6018158!4d106.9592445!16s%2Fg%2F11g7z9gt2m!19sChIJJS5sqkq4aS4R7hd1mn6XCm0?authuser=0&hl=id&rclk=1,"4,60",Bogor,Alam,20000,"Jl. Gunung Wangun Kampung Cibereum, Cibadak, Kec. Sukamakmur, Kabupaten Bogor, Jawa Barat, Indonesia","Curug Ciburial, Jonggol"
